CASEID,cexabu,cexphys,cexsex,cex_070a,cex_070b,cex_070c,cex_080,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex
    1,3,2,1,2,2,1,1,994,994,994,2,1,"59",5,1
    2,1,1,1,6,6,6,1,994,994,994,2,3,"11",1,2
    3,3,2,1,2,2,1,1,994,994,994,2,1,"35",3,1
    4,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,2
    5,1,1,1,6,6,6,1,994,994,994,5,2,"48",4,2
    6,3,2,1,2,2,1,1,405,994,405,6,1,"12",1,2
    7,1,1,1,6,6,6,1,994,994,994,2,1,"47",4,1
    8,1,1,1,6,6,6,1,994,994,994,5,2,"10",1,2
    9,1,1,1,6,6,6,1,994,994,994,5,2,"12",1,2
   10,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
   11,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
   12,3,2,1,2,2,1,2,994,994,994,5,1,"35",3,1
   13,3,2,1,2,2,1,3,994,994,994,3,1,"47",4,1
   14,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
   15,3,2,1,2,2,1,2,994,304,304,3,1,"35",3,1
   16,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,1
   17,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
   18,3,2,1,2,2,1,1,994,994,994,3,1,"12",1,2
   19,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
   20,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
   21,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
   22,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
   23,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,2
   24,3,1,2,2,2,1,1,994,994,994,2,1,"59",5,2
   25,3,1,2,2,2,1,1,994,994,994,6,2,"24",2,2
   26,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
   27,1,1,1,6,6,6,1,994,994,994,3,2,"47",4,2
   28,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
   29,1,1,1,6,6,6,1,994,994,994,4,3,"11",1,2
   30,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
   31,3,2,1,2,2,1,1,994,994,994,4,2,"12",1,1
   32,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,2
   33,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
   34,1,1,1,6,6,6,1,994,994,994,3,3,"11",1,2
   35,1,1,1,6,6,6,1,994,994,994,1,2,"48",4,1
   36,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
   37,3,2,1,2,2,1,1,994,994,994,5,2,"59",5,1
   38,7,7,1,6,6,6,7,994,994,994,6,1,"35",3,1
   39,8,8,1,6,6,6,1,994,994,994,4,1,"59",5,1
   40,3,2,1,2,2,1,7,994,304,304,7,1,"12",1,2
   41,3,2,1,2,2,1,1,994,994,994,5,1,"24",2,1
   42,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
   43,1,1,1,6,6,6,1,994,994,994,1,3,"11",1,1
   44,8,8,1,6,6,6,1,994,994,994,6,1,"46",4,2
   45,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
   46,1,1,1,6,6,6,1,994,994,994,1,1,"13",1,2
   47,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
   48,1,1,1,6,6,6,1,994,994,994,7,2,"24",2,1
   49,1,1,1,6,6,6,1,995,995,995,3,1,"48",4,2
   50,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
   51,1,1,1,6,6,6,2,994,994,994,6,1,"35",3,1
   52,3,2,1,2,2,1,1,994,994,994,6,2,"12",1,2
   53,3,2,1,2,2,1,1,994,994,994,6,1,"24",2,2
   54,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
   55,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,1
   56,3,2,1,2,2,1,2,994,994,994,6,1,"35",3,2
   57,3,2,1,2,2,1,1,994,994,994,4,1,"10",1,1
   58,1,1,1,6,6,6,1,994,994,994,7,1,"46",4,2
   59,3,2,1,2,2,1,1,994,994,994,3,1,"35",3,1
   60,1,1,1,6,6,6,1,994,994,994,7,1,"48",4,2
   61,1,1,1,6,6,6,1,994,994,994,5,2,"13",1,2
   62,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
   63,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
   64,1,1,1,6,6,6,1,994,609,609,4,1,"35",3,1
   65,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
   66,3,2,1,2,2,1,1,994,994,994,6,1,"12",1,1
   67,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
   68,3,2,1,2,2,1,1,994,994,994,1,1,"24",2,1
   69,3,2,1,2,2,1,1,994,994,994,3,1,"46",4,2
   70,1,1,1,6,6,6,1,994,994,994,2,2,"48",4,1
   71,8,1,8,6,6,6,1,406,994,406,5,1,"35",3,2
   72,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
   73,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,2
   74,3,2,1,2,2,1,1,994,609,609,6,1,"35",3,2
   75,1,1,1,6,6,6,1,994,994,994,3,2,"46",4,2
   76,1,1,1,6,6,6,1,994,994,994,2,1,"47",4,2
   77,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
   78,3,1,2,2,2,1,1,994,994,994,6,1,"24",2,1
   79,1,1,1,6,6,6,2,994,994,994,5,1,"12",1,2
   80,3,2,1,2,2,1,1,994,994,994,3,1,"47",4,2
   81,1,1,1,6,6,6,1,994,994,994,1,1,"59",5,1
   82,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,1
   83,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,1
   84,3,1,2,2,2,1,1,994,994,994,6,1,"12",1,2
   85,1,1,1,6,6,6,1,994,994,994,7,2,"47",4,2
   86,1,1,1,6,6,6,1,994,994,994,4,1,"46",4,1
   87,3,7,2,2,2,1,1,994,994,994,5,3,"11",1,2
   88,3,1,2,2,2,1,1,994,994,994,5,1,"35",3,2
   89,3,2,1,2,2,1,2,994,994,994,3,1,"59",5,2
   90,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
   91,3,2,1,2,2,1,1,711,994,711,3,1,"12",1,1
   92,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,1
   93,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,2
   94,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,2
   95,3,1,2,2,2,1,1,711,994,711,5,1,"35",3,2
   96,3,2,1,2,2,1,1,994,994,994,1,1,"24",2,2
   97,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
   98,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
   99,2,2,2,2,2,1,2,994,994,994,4,2,"13",1,2
  100,1,1,1,6,6,6,1,994,994,994,4,1,"48",4,2
  101,1,1,1,6,6,6,1,994,994,994,3,2,"35",3,1
  102,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,2
  103,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,2
  104,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
  105,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
  106,1,1,1,6,6,6,1,994,994,994,6,1,"13",1,2
  107,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  108,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
  109,1,1,1,6,6,6,1,994,994,994,3,2,"24",2,2
  110,3,2,1,2,2,1,1,994,609,609,3,2,"35",3,2
  111,7,7,1,6,6,6,1,994,994,994,6,1,"48",4,1
  112,3,2,1,1,2,2,5,994,994,994,5,2,"46",4,2
  113,1,1,1,6,6,6,1,994,994,994,1,2,"46",4,1
  114,3,2,1,2,2,1,1,994,994,994,4,1,"13",1,1
  115,3,2,1,2,2,1,1,994,994,994,1,1,"59",5,2
  116,7,7,1,6,6,6,1,994,994,994,5,1,"59",5,1
  117,1,1,1,6,6,6,1,711,994,711,2,2,"24",2,2
  118,3,2,1,2,2,1,2,994,994,994,1,1,"12",1,2
  119,1,1,1,6,6,6,1,405,994,405,3,1,"24",2,2
  120,3,2,1,2,2,1,1,994,994,994,2,2,"12",1,1
  121,3,2,1,2,2,1,1,994,994,994,1,1,"46",4,1
  122,2,2,2,2,2,1,1,994,609,609,3,1,"35",3,2
  123,1,1,1,6,6,6,1,994,994,994,7,1,"46",4,1
  124,3,2,1,1,2,2,2,994,994,994,2,1,"35",3,2
  125,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
  126,3,1,2,2,2,1,5,994,994,994,6,3,"11",1,2
  127,3,2,1,2,2,1,1,994,994,994,1,1,"35",3,2
  128,3,2,1,2,2,1,1,994,994,994,7,1,"35",3,2
  129,3,2,1,2,2,1,1,994,994,994,2,1,"24",2,2
  130,3,2,1,2,2,1,3,994,994,994,7,2,"47",4,1
  131,1,1,1,6,6,6,1,711,304,304,4,1,"35",3,2
  132,1,1,1,6,6,6,1,994,994,994,4,2,"35",3,2
  133,3,2,1,2,2,1,1,994,994,994,7,1,"35",3,1
  134,1,1,1,6,6,6,1,994,994,994,2,2,"12",1,2
  135,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
  136,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,2
  137,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,1
  138,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  139,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
  140,1,1,1,6,6,6,2,994,994,994,4,1,"59",5,1
  141,2,2,2,2,2,1,3,994,610,610,3,1,"13",1,2
  142,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,2
  143,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
  144,1,1,1,6,6,6,1,994,609,609,2,3,"11",1,2
  145,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,1
  146,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  147,3,1,2,2,2,1,2,994,994,994,3,1,"59",5,2
  148,3,2,1,2,2,1,1,994,994,994,5,1,"46",4,2
  149,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  150,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,1
  151,2,2,2,2,2,1,5,994,994,994,3,1,"13",1,2
  152,1,1,1,6,6,6,1,995,995,995,4,1,"35",3,1
  153,1,1,1,6,6,6,2,994,994,994,1,1,"48",4,2
  154,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,2
  155,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
  156,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,1
  157,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
  158,1,1,1,6,6,6,1,508,995,508,2,1,"10",1,2
  159,3,2,1,2,2,1,1,994,304,304,4,1,"35",3,1
  160,1,1,1,6,6,6,3,994,609,609,4,3,"11",1,2
  161,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,2
  162,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  163,3,2,1,2,2,1,2,994,994,994,4,1,"35",3,1
  164,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
  165,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
  166,3,1,2,1,2,2,1,994,994,994,5,1,"10",1,2
  167,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  168,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,2
  169,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
  170,1,1,1,6,6,6,1,711,304,304,6,2,"46",4,1
  171,1,1,1,6,6,6,2,994,994,994,1,1,"46",4,2
  172,1,1,1,6,6,6,1,813,994,813,2,1,"12",1,1
  173,2,2,2,2,2,1,5,994,994,994,2,2,"35",3,1
  174,1,1,1,6,6,6,3,994,994,994,7,2,"59",5,2
  175,3,2,1,2,2,1,2,994,994,994,4,1,"59",5,1
  176,3,2,1,2,2,1,1,406,994,406,5,2,"24",2,1
  177,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
  178,1,1,1,6,6,6,1,405,994,405,6,2,"35",3,1
  179,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,2
  180,1,1,1,6,6,6,1,508,994,508,4,3,"11",1,1
  181,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  182,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
  183,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
  184,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
  185,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
  186,1,1,1,6,6,6,1,994,609,609,1,1,"35",3,2
  187,1,1,1,6,6,6,1,813,994,813,1,1,"59",5,1
  188,1,1,1,6,6,6,1,994,994,994,5,3,"11",1,2
  189,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,2
  190,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  191,1,1,1,6,6,6,1,509,994,509,1,1,"46",4,2
  192,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
  193,1,1,1,6,6,6,1,994,994,994,3,3,"11",1,2
  194,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
  195,3,2,1,2,2,1,5,711,609,609,1,1,"35",3,1
  196,1,1,1,6,6,6,1,994,994,994,5,2,"12",1,1
  197,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
  198,3,2,1,2,2,1,3,994,994,994,2,1,"59",5,1
  199,1,1,1,6,6,6,1,994,994,994,4,2,"59",5,2
  200,1,1,1,6,6,6,1,813,994,813,6,1,"59",5,2
  201,3,2,1,2,2,1,1,994,994,994,2,1,"24",2,1
  202,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  203,2,2,2,1,2,2,1,994,994,994,3,1,"35",3,2
  204,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
  205,1,1,1,6,6,6,1,994,994,994,7,1,"47",4,2
  206,1,1,1,6,6,6,1,994,994,994,3,1,"59",5,2
  207,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  208,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  209,1,1,1,6,6,6,1,995,995,995,3,1,"35",3,2
  210,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,1
  211,3,1,2,2,2,1,1,994,994,994,3,1,"24",2,2
  212,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
  213,1,1,1,6,6,6,1,994,609,609,5,1,"35",3,1
  214,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,1
  215,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
  216,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
  217,1,1,1,6,6,6,1,994,994,994,4,2,"10",1,1
  218,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,1
  219,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,2
  220,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
  221,1,1,1,6,6,6,1,994,994,994,3,2,"24",2,1
  222,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
  223,1,1,1,6,6,6,1,994,994,994,7,2,"13",1,2
  224,3,2,1,2,2,1,1,994,994,994,3,2,"10",1,1
  225,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
  226,1,1,1,6,6,6,1,711,202,202,3,1,"35",3,2
  227,1,1,1,6,6,6,1,995,995,995,2,2,"13",1,2
  228,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
  229,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
  230,3,2,1,2,2,1,4,994,994,994,4,1,"59",5,2
  231,8,8,8,6,6,6,8,994,994,994,2,1,"35",3,2
  232,2,2,2,1,2,2,1,994,994,994,6,1,"35",3,2
  233,3,2,1,2,2,1,3,994,609,609,2,2,"10",1,1
  234,1,1,1,6,6,6,1,994,994,994,7,2,"10",1,1
  235,1,1,1,6,6,6,1,994,994,994,1,2,"24",2,2
  236,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,1
  237,3,2,1,2,2,1,1,994,994,994,1,1,"35",3,1
  238,3,2,1,2,2,1,1,994,994,994,6,1,"48",4,2
  239,3,2,1,2,2,1,1,711,609,609,4,1,"10",1,2
  240,1,1,1,6,6,6,1,994,994,994,6,2,"59",5,2
  241,3,2,1,2,2,1,1,994,994,994,2,1,"24",2,2
  242,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,1
  243,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
  244,1,1,1,6,6,6,1,994,994,994,7,2,"10",1,2
  245,1,1,1,6,6,6,1,994,994,994,3,2,"13",1,2
  246,1,1,1,6,6,6,1,994,994,994,1,2,"47",4,2
  247,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
  248,1,1,1,6,6,6,1,994,994,994,2,2,"12",1,2
  249,1,1,1,6,6,6,3,994,994,994,2,1,"13",1,2
  250,3,2,1,2,2,1,1,994,994,994,5,1,"12",1,2
  251,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
  252,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
  253,1,1,1,6,6,6,4,994,610,610,4,1,"47",4,2
  254,3,2,1,2,2,1,3,994,994,994,4,1,"35",3,1
  255,3,2,1,2,2,1,1,994,994,994,6,2,"12",1,1
  256,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
  257,3,2,1,2,2,1,1,994,994,994,6,1,"13",1,1
  258,1,1,1,6,6,6,1,813,994,813,5,2,"35",3,1
  259,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
  260,1,1,1,6,6,6,1,813,994,813,1,1,"24",2,2
  261,3,2,1,2,2,1,1,994,994,994,4,1,"47",4,1
  262,3,2,1,2,2,1,1,994,994,994,5,2,"12",1,1
  263,3,2,1,2,2,1,1,994,994,994,7,2,"12",1,2
  264,1,1,1,6,6,6,1,405,994,405,2,1,"24",2,1
  265,3,2,1,2,2,1,1,994,994,994,1,1,"46",4,2
  266,2,2,2,2,2,1,2,509,994,509,6,1,"35",3,2
  267,1,1,1,6,6,6,1,994,994,994,2,2,"35",3,2
  268,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
  269,2,2,2,2,2,1,1,995,995,995,5,1,"24",2,1
  270,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
  271,1,1,1,6,6,6,1,994,994,994,6,2,"59",5,1
  272,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,1
  273,3,2,1,2,2,1,1,995,995,995,2,1,"24",2,1
  274,1,1,1,6,6,6,1,994,994,994,7,2,"59",5,2
  275,3,2,1,2,2,1,1,994,994,994,3,1,"48",4,2
  276,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,2
  277,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  278,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
  279,1,1,1,6,6,6,1,994,994,994,7,3,"11",1,2
  280,1,1,1,6,6,6,1,994,994,994,5,2,"13",1,2
  281,1,1,1,6,6,6,1,994,994,994,2,3,"11",1,2
  282,3,2,1,2,2,1,1,994,994,994,5,2,"47",4,2
  283,1,1,1,6,6,6,1,994,994,994,3,1,"59",5,1
  284,1,1,1,6,6,6,2,994,994,994,5,1,"35",3,2
  285,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,2
  286,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,1
  287,1,1,1,6,6,6,1,994,994,994,5,2,"48",4,1
  288,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,1
  289,7,7,7,6,6,6,7,994,994,994,5,2,"47",4,2
  290,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  291,1,1,1,6,6,6,1,994,994,994,5,3,"11",1,2
  292,1,1,1,6,6,6,1,994,994,994,6,2,"47",4,1
  293,3,2,1,2,2,1,1,994,994,994,2,2,"10",1,1
  294,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  295,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
  296,1,1,1,6,6,6,1,994,994,994,3,1,"10",1,2
  297,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
  298,3,2,1,2,2,1,2,994,994,994,6,1,"48",4,1
  299,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
  300,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
  301,3,1,2,2,2,1,1,405,994,405,3,1,"24",2,2
  302,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
  303,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
  304,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
  305,1,1,1,6,6,6,1,994,994,994,3,2,"24",2,2
  306,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
  307,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
  308,3,2,1,2,2,1,1,994,994,994,2,1,"48",4,2
  309,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
  310,3,1,2,2,2,1,1,994,994,994,2,2,"10",1,2
  311,1,1,1,6,6,6,1,994,994,994,2,2,"35",3,1
  312,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,1
  313,3,2,1,2,2,1,2,994,994,994,4,1,"35",3,2
  314,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,2
  315,3,1,2,2,2,1,1,994,994,994,3,3,"11",1,2
  316,1,1,1,6,6,6,2,994,994,994,4,1,"35",3,1
  317,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  318,7,7,1,6,6,6,1,994,994,994,5,2,"12",1,1
  319,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,1
  320,3,2,1,2,2,1,4,994,994,994,4,1,"48",4,2
  321,3,2,1,2,2,1,1,994,994,994,3,1,"13",1,1
  322,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,2
  323,1,1,1,6,6,6,1,994,994,994,1,2,"24",2,1
  324,3,2,1,2,2,1,1,994,994,994,2,1,"35",3,2
  325,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
  326,8,8,8,6,6,6,8,994,994,994,3,2,"46",4,2
  327,1,1,1,6,6,6,1,508,994,508,7,1,"35",3,2
  328,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,1
  329,3,1,2,2,2,1,1,994,994,994,6,1,"10",1,2
  330,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
  331,1,1,1,6,6,6,1,994,994,994,7,1,"47",4,2
  332,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
  333,3,2,1,2,2,1,2,994,304,304,2,1,"48",4,1
  334,1,1,1,6,6,6,1,994,994,994,6,1,"47",4,2
  335,3,2,1,2,2,1,2,994,994,994,1,1,"24",2,1
  336,1,1,1,6,6,6,1,711,609,609,1,1,"12",1,2
  337,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,1
  338,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,2
  339,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,2
  340,2,2,2,2,2,1,1,994,994,994,5,2,"35",3,1
  341,3,2,1,2,2,1,1,994,994,994,5,3,"11",1,2
  342,3,1,2,2,2,1,1,994,994,994,5,1,"24",2,1
  343,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,1
  344,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,1
  345,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
  346,8,8,8,6,6,6,8,994,994,994,1,2,"35",3,1
  347,3,2,1,2,2,1,1,994,994,994,4,1,"59",5,2
  348,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
  349,2,2,2,2,2,1,1,994,994,994,6,2,"13",1,2
  350,3,2,1,2,2,1,1,994,994,994,1,1,"59",5,1
  351,1,1,1,6,6,6,1,813,994,813,3,2,"24",2,2
  352,1,1,1,6,6,6,1,994,994,994,2,1,"10",1,1
  353,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
  354,1,1,1,6,6,6,1,994,994,994,3,1,"13",1,2
  355,3,2,1,2,2,1,1,994,994,994,3,1,"35",3,1
  356,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
  357,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,1
  358,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,2
  359,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
  360,3,2,1,2,2,1,1,994,994,994,6,2,"10",1,1
  361,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
  362,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,1
  363,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
  364,1,1,1,6,6,6,2,994,994,994,6,1,"47",4,2
  365,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
  366,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,2
  367,1,1,1,6,6,6,1,994,994,994,3,1,"13",1,1
  368,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
  369,1,1,1,6,6,6,1,994,994,994,5,2,"12",1,1
  370,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
  371,2,2,2,2,2,1,5,994,994,994,5,1,"35",3,2
  372,3,1,2,2,2,1,1,994,994,994,5,3,"11",1,2
  373,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
  374,1,1,1,6,6,6,1,994,994,994,4,2,"10",1,1
  375,1,1,1,6,6,6,1,711,610,610,3,1,"24",2,2
  376,3,2,1,2,2,1,1,994,994,994,1,1,"12",1,2
  377,3,2,1,2,2,1,1,994,994,994,3,1,"35",3,2
  378,1,1,1,6,6,6,4,994,994,994,3,1,"35",3,2
  379,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
  380,3,2,1,2,2,1,1,994,994,994,3,2,"47",4,1
  381,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  382,3,2,1,2,2,1,3,994,994,994,5,2,"24",2,1
  383,3,2,1,2,2,1,1,711,609,609,2,1,"10",1,1
  384,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
  385,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
  386,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,1
  387,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,1
  388,3,2,1,2,2,1,3,994,994,994,2,1,"48",4,1
  389,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
  390,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
  391,3,2,1,2,2,1,1,994,994,994,3,1,"35",3,2
  392,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
  393,2,2,2,1,1,2,2,995,101,101,1,2,"12",1,2
  394,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
  395,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
  396,2,2,2,1,2,2,1,994,994,994,3,2,"48",4,1
  397,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,2
  398,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
  399,2,2,2,2,2,1,1,994,994,994,4,1,"48",4,2
  400,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
  401,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,1
  402,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
  403,3,2,1,2,2,1,1,994,994,994,5,2,"12",1,1
  404,3,1,2,2,2,1,4,994,994,994,5,2,"35",3,2
  405,3,2,1,2,2,1,1,405,609,405,3,1,"35",3,2
  406,1,1,1,6,6,6,5,994,994,994,6,1,"59",5,2
  407,1,1,1,6,6,6,1,711,994,711,3,2,"12",1,2
  408,1,1,1,6,6,6,3,994,994,994,4,1,"13",1,1
  409,1,1,1,6,6,6,1,994,994,994,2,1,"10",1,2
