CASEID,cexabu,cexphys,cexsex,cex_070a,cex_070b,cex_070c,cex_080,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex
19494,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19495,3,2,1,2,2,1,1,994,994,994,4,2,"59",5,1
19496,3,2,1,2,2,1,1,994,994,994,6,2,"12",1,1
19497,8,8,8,6,6,6,8,994,994,994,4,1,"35",3,1
19498,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,2
19499,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
19500,3,2,1,1,1,2,5,994,994,994,3,1,"12",1,1
19501,1,1,1,6,6,6,1,994,994,994,2,2,"12",1,2
19502,1,1,1,6,6,6,1,994,994,994,2,2,"13",1,2
19503,2,2,2,2,1,2,2,994,994,994,2,1,"48",4,2
19504,7,7,1,6,6,6,1,994,994,994,4,1,"35",3,1
19505,3,2,1,2,2,1,1,994,994,994,3,2,"35",3,2
19506,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
19507,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
19508,3,2,1,2,2,1,1,994,609,609,2,1,"35",3,2
19509,3,2,1,2,2,1,1,994,994,994,6,1,"48",4,1
19510,1,1,1,6,6,6,1,994,994,994,5,2,"10",1,1
19511,1,1,1,6,6,6,1,406,994,406,4,2,"12",1,1
19512,1,1,1,6,6,6,1,994,609,609,3,2,"24",2,1
19513,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,2
19514,3,2,1,2,2,1,1,994,994,994,5,2,"47",4,1
19515,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,2
19516,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,1
19517,1,1,1,6,6,6,1,994,994,994,2,2,"13",1,2
19518,8,8,8,6,6,6,8,994,994,994,4,1,"35",3,1
19519,1,1,1,6,6,6,5,994,994,994,5,1,"47",4,2
19520,8,8,8,6,6,6,8,995,995,995,5,1,"35",3,1
19521,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19522,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
19523,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
19524,2,2,2,2,1,2,1,994,994,994,3,1,"35",3,2
19525,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
19526,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,2
19527,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
19528,3,2,1,2,2,1,1,405,304,304,5,1,"35",3,1
19529,1,1,1,6,6,6,1,405,994,405,2,1,"59",5,2
19530,1,1,1,6,6,6,1,994,994,994,7,2,"35",3,2
19531,3,2,1,2,2,1,1,994,994,994,3,1,"12",1,1
19532,1,1,1,6,6,6,1,994,994,994,1,2,"47",4,1
19533,3,2,1,2,2,1,3,711,994,711,1,1,"12",1,2
19534,1,1,1,6,6,6,1,994,609,609,7,1,"12",1,2
19535,1,1,1,6,6,6,1,994,994,994,3,1,"13",1,2
19536,7,7,1,6,6,6,1,994,994,994,5,1,"35",3,1
19537,3,1,2,2,2,1,1,994,994,994,4,1,"35",3,2
19538,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,2
19539,3,2,1,2,2,1,1,994,994,994,3,1,"59",5,1
19540,3,2,1,2,2,1,1,994,994,994,2,1,"35",3,2
19541,1,1,1,6,6,6,1,994,994,994,7,2,"12",1,2
19542,3,2,1,2,2,1,3,994,994,994,4,2,"12",1,1
19543,1,1,1,6,6,6,1,994,304,304,2,1,"46",4,1
19544,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
19545,1,1,1,6,6,6,1,994,609,609,7,1,"59",5,2
19546,1,1,1,6,6,6,1,994,994,994,7,2,"59",5,1
19547,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
19548,1,1,1,6,6,6,1,813,994,813,4,1,"24",2,2
19549,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
19550,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,2
19551,3,2,1,1,2,2,2,994,994,994,1,1,"35",3,1
19552,1,1,1,6,6,6,1,994,994,994,4,1,"46",4,1
19553,3,2,1,2,2,1,1,994,994,994,3,1,"59",5,1
19554,3,2,1,2,2,1,2,994,994,994,6,1,"46",4,1
19555,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
19556,1,1,1,6,6,6,1,994,994,994,1,2,"13",1,2
19557,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,1
19558,1,1,1,6,6,6,1,994,994,994,5,1,"10",1,2
19559,1,1,1,6,6,6,1,994,994,994,2,1,"47",4,2
19560,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
19561,1,1,1,6,6,6,1,711,994,711,5,1,"48",4,1
19562,7,7,1,6,6,6,2,994,994,994,3,2,"24",2,2
19563,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
19564,3,2,1,2,2,1,1,994,994,994,2,2,"12",1,2
19565,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19566,1,1,1,6,6,6,2,994,994,994,7,1,"35",3,1
19567,1,1,1,6,6,6,1,994,994,994,3,3,"11",1,2
19568,3,1,2,2,2,1,1,994,994,994,5,1,"47",4,2
19569,1,1,1,6,6,6,1,994,994,994,7,1,"13",1,2
19570,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
19571,1,1,1,6,6,6,1,994,994,994,5,1,"10",1,1
19572,3,2,7,1,2,2,2,994,994,994,3,1,"35",3,1
19573,7,7,1,6,6,6,1,507,994,507,4,1,"46",4,2
19574,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,1
19575,1,1,1,6,6,6,1,994,994,994,1,1,"59",5,1
19576,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
19577,3,2,1,2,2,1,5,994,994,994,4,1,"12",1,1
19578,3,2,1,2,2,1,5,994,994,994,5,1,"46",4,2
19579,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
19580,2,2,2,2,2,1,1,994,994,994,4,2,"35",3,1
19581,3,1,2,2,2,1,1,994,994,994,3,1,"24",2,2
19582,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
19583,2,2,2,2,2,1,1,994,994,994,3,1,"13",1,1
19584,1,1,1,6,6,6,2,994,994,994,5,1,"59",5,2
19585,3,2,1,2,2,1,1,813,994,813,4,1,"59",5,1
19586,3,2,1,2,2,1,5,405,995,405,5,1,"12",1,1
19587,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,2
19588,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,2
19589,2,2,2,2,2,1,3,994,610,610,3,1,"47",4,2
19590,3,2,1,2,2,1,3,994,304,304,6,1,"47",4,1
19591,3,2,1,2,2,1,1,994,994,994,7,1,"48",4,1
19592,3,2,1,2,2,1,1,994,994,994,3,1,"47",4,1
19593,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
19594,1,1,1,6,6,6,1,994,994,994,3,2,"35",3,1
19595,1,1,1,6,6,6,1,994,994,994,1,1,"59",5,2
19596,3,2,1,2,2,1,1,994,994,994,2,2,"48",4,2
19597,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19598,1,1,1,6,6,6,1,994,609,609,3,1,"10",1,2
19599,3,2,1,2,2,1,1,994,994,994,6,2,"35",3,1
19600,3,2,1,2,2,1,1,994,994,994,1,1,"35",3,1
19601,3,2,1,2,2,1,1,405,994,405,4,1,"59",5,1
19602,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,2
19603,1,1,1,6,6,6,1,813,994,813,1,1,"48",4,2
19604,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,1
19605,1,1,1,6,6,6,2,994,994,994,4,1,"35",3,1
19606,3,1,2,2,2,1,1,994,994,994,2,1,"12",1,2
19607,3,2,1,2,2,1,1,994,994,994,6,2,"35",3,1
19608,3,2,1,2,2,1,3,711,994,711,6,1,"59",5,1
19609,1,1,1,6,6,6,1,994,994,994,1,2,"35",3,2
19610,2,2,2,2,2,1,1,994,994,994,6,1,"35",3,2
19611,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,1
19612,1,1,1,6,6,6,1,994,994,994,3,2,"12",1,1
19613,3,2,1,2,2,1,5,994,994,994,2,1,"10",1,2
19614,3,2,1,2,2,1,1,994,994,994,1,1,"48",4,2
19615,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19616,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
19617,1,1,1,6,6,6,1,711,994,711,2,1,"48",4,2
19618,3,2,1,2,2,1,1,813,994,813,2,2,"47",4,2
19619,3,2,1,2,2,1,1,994,304,304,7,1,"24",2,2
19620,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
19621,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
19622,1,1,1,6,6,6,1,994,994,994,4,2,"35",3,1
19623,3,2,1,2,2,1,1,994,609,609,4,1,"35",3,1
19624,3,2,1,2,2,1,1,405,994,405,1,1,"35",3,1
19625,1,1,1,6,6,6,3,994,994,994,3,1,"12",1,1
19626,1,1,1,6,6,6,1,813,994,813,5,1,"10",1,1
19627,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
19628,3,2,1,2,2,1,1,405,994,405,4,1,"12",1,1
19629,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
19630,1,1,1,6,6,6,1,711,994,711,1,1,"35",3,1
19631,3,1,2,2,2,1,1,994,994,994,5,1,"48",4,2
19632,1,1,1,6,6,6,1,994,994,994,3,1,"59",5,1
19633,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
19634,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
19635,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19636,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
19637,3,2,1,2,2,1,1,994,994,994,5,1,"46",4,1
19638,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
19639,2,2,2,2,2,1,1,994,994,994,7,1,"24",2,2
19640,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,1
19641,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,1
19642,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
19643,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
19644,1,1,1,6,6,6,1,995,995,995,5,2,"12",1,2
19645,3,2,1,2,2,1,1,994,994,994,6,1,"35",3,1
19646,3,1,2,2,2,1,1,994,994,994,4,2,"24",2,2
19647,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,1
19648,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
19649,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
19650,1,1,1,6,6,6,1,994,994,994,5,1,"13",1,2
19651,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
19652,3,2,8,1,1,2,5,994,609,609,2,2,"48",4,1
19653,1,1,1,6,6,6,1,994,994,994,3,1,"46",4,1
19654,7,7,1,6,6,6,1,994,994,994,5,1,"48",4,2
19655,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,2
19656,1,1,1,6,6,6,2,994,994,994,6,1,"35",3,2
19657,1,1,1,6,6,6,1,994,994,994,5,1,"10",1,2
19658,1,1,1,6,6,6,1,711,994,711,2,1,"35",3,1
19659,1,1,1,6,6,6,1,509,994,509,1,1,"24",2,1
19660,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19661,1,1,1,6,6,6,1,994,994,994,2,2,"24",2,1
19662,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
19663,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,1
19664,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
19665,3,1,2,2,2,1,1,994,994,994,6,3,"11",1,2
19666,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
19667,7,7,1,6,6,6,1,994,994,994,5,1,"46",4,2
19668,3,2,1,2,2,1,1,711,304,304,3,1,"12",1,2
19669,3,2,1,2,2,1,1,994,994,994,4,1,"24",2,1
19670,3,2,1,2,2,1,1,994,994,994,1,1,"48",4,1
19671,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
19672,7,7,1,6,6,6,1,994,994,994,5,2,"24",2,1
19673,1,1,1,6,6,6,1,508,304,304,3,1,"48",4,1
19674,7,7,1,6,6,6,1,994,994,994,6,1,"24",2,2
19675,1,1,1,6,6,6,2,994,994,994,6,2,"35",3,2
19676,1,1,1,6,6,6,1,994,994,994,3,1,"10",1,2
19677,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,1
19678,3,2,1,2,2,1,2,994,994,994,3,1,"46",4,2
19679,1,1,1,6,6,6,1,711,994,711,7,1,"12",1,2
19680,3,1,2,2,2,1,1,994,994,994,4,1,"24",2,2
19681,2,2,2,2,2,1,1,711,994,711,2,1,"35",3,1
19682,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19683,1,1,1,6,6,6,1,994,994,994,6,1,"46",4,2
19684,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
19685,7,7,1,6,6,6,1,994,994,994,3,1,"24",2,2
19686,1,1,1,6,6,6,1,994,994,994,4,1,"47",4,2
19687,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,1
19688,3,2,1,2,2,1,3,994,994,994,4,1,"48",4,1
19689,1,1,1,6,6,6,1,711,994,711,2,1,"24",2,2
19690,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,2
19691,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
19692,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
19693,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
19694,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,2
19695,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,2
19696,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
19697,7,7,7,6,6,6,1,994,994,994,7,1,"59",5,1
19698,3,2,1,2,2,1,1,994,609,609,2,1,"59",5,1
19699,1,1,1,6,6,6,1,405,994,405,4,1,"59",5,1
19700,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
19701,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
19702,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
19703,7,7,8,6,6,6,1,994,994,994,6,1,"35",3,2
19704,3,1,2,2,2,1,1,994,994,994,4,1,"59",5,2
19705,1,1,1,6,6,6,1,994,994,994,4,1,"48",4,2
19706,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
19707,1,1,1,6,6,6,1,994,994,994,2,1,"10",1,2
19708,3,2,1,2,2,1,4,994,994,994,5,1,"48",4,2
19709,3,2,1,2,2,1,3,994,994,994,1,1,"35",3,2
19710,3,2,1,2,2,1,1,994,994,994,5,1,"46",4,1
19711,1,1,1,6,6,6,1,994,994,994,2,2,"24",2,1
19712,3,2,1,2,2,1,1,405,994,405,5,2,"47",4,1
19713,3,2,1,2,2,1,1,711,994,711,3,1,"48",4,2
19714,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,2
19715,3,1,2,2,2,1,1,508,994,508,2,1,"12",1,2
19716,3,2,1,2,2,1,1,994,994,994,6,1,"24",2,2
19717,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19718,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
19719,3,1,2,2,2,1,1,994,994,994,4,1,"13",1,2
19720,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
19721,7,7,1,6,6,6,1,994,994,994,3,1,"35",3,1
19722,1,1,1,6,6,6,1,994,994,994,1,2,"59",5,2
19723,1,1,1,6,6,6,1,994,994,994,3,2,"10",1,1
19724,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
19725,8,8,1,6,6,6,1,994,994,994,5,1,"35",3,1
19726,1,1,1,6,6,6,1,994,101,101,1,2,"59",5,2
19727,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
19728,3,2,1,2,2,1,1,994,994,994,1,2,"35",3,1
19729,1,1,1,6,6,6,1,509,994,509,6,2,"48",4,1
19730,1,1,1,6,6,6,1,994,994,994,6,1,"13",1,2
19731,1,1,1,6,6,6,1,813,994,813,2,1,"24",2,2
19732,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19733,1,1,1,6,6,6,2,994,994,994,2,2,"48",4,2
19734,1,1,1,6,6,6,1,994,994,994,5,2,"46",4,1
19735,2,2,2,2,1,2,5,994,994,994,5,1,"48",4,2
19736,1,1,1,6,6,6,1,994,994,994,4,2,"35",3,1
19737,3,2,1,2,2,1,1,994,994,994,1,1,"35",3,1
19738,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,2
19739,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
19740,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,1
19741,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
19742,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
19743,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
19744,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
19745,3,2,1,2,2,1,1,813,994,813,2,1,"35",3,1
19746,1,1,1,6,6,6,1,994,994,994,4,1,"12",1,1
19747,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,2
19748,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,1
19749,3,2,1,2,2,1,5,508,995,508,5,1,"35",3,1
19750,3,2,1,2,2,1,1,994,994,994,6,2,"10",1,1
19751,3,2,1,2,2,1,1,994,609,609,3,1,"35",3,1
19752,3,2,1,2,1,2,5,994,101,101,2,2,"12",1,1
19753,1,1,1,6,6,6,2,994,994,994,7,1,"24",2,1
19754,3,2,1,1,1,2,1,994,994,994,5,2,"59",5,2
19755,3,2,1,2,2,1,2,994,304,304,6,2,"12",1,1
19756,1,1,1,6,6,6,1,994,994,994,5,2,"10",1,2
19757,1,1,1,6,6,6,2,994,994,994,5,1,"24",2,2
19758,3,2,1,2,2,1,7,994,994,994,4,1,"24",2,2
19759,1,1,1,6,6,6,1,994,994,994,4,2,"48",4,1
19760,3,2,1,2,2,1,1,994,994,994,1,1,"48",4,1
19761,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,2
19762,3,2,1,2,2,1,1,994,994,994,5,2,"59",5,1
19763,3,2,1,2,2,1,1,994,994,994,6,2,"12",1,1
19764,3,2,1,2,2,1,1,994,994,994,1,1,"48",4,2
19765,3,2,1,2,2,1,1,994,994,994,2,1,"24",2,2
19766,1,1,1,6,6,6,1,995,995,995,4,1,"24",2,1
19767,3,2,1,2,2,1,1,994,994,994,5,1,"24",2,1
19768,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
19769,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
19770,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
19771,1,1,1,6,6,6,1,405,609,405,1,1,"46",4,2
19772,1,1,1,6,6,6,1,994,994,994,4,2,"35",3,2
19773,3,2,1,2,2,1,1,994,304,304,3,2,"46",4,2
19774,1,1,1,6,6,6,1,994,994,994,2,1,"10",1,2
19775,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,2
19776,7,7,1,6,6,6,1,994,994,994,3,1,"48",4,1
19777,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
19778,1,1,1,6,6,6,1,994,994,994,5,1,"13",1,2
19779,3,1,2,2,2,1,1,994,994,994,3,1,"35",3,2
19780,1,1,1,6,6,6,8,994,994,994,6,1,"35",3,2
19781,3,2,1,2,2,1,1,994,994,994,2,1,"12",1,2
19782,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,1
19783,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19784,3,2,1,2,2,1,1,994,994,994,2,1,"35",3,1
19785,7,7,1,6,6,6,1,994,994,994,7,1,"47",4,1
19786,1,1,1,6,6,6,1,507,994,507,3,1,"10",1,2
19787,2,2,2,2,2,1,1,994,994,994,5,1,"35",3,2
19788,1,1,1,6,6,6,1,994,994,994,5,2,"46",4,2
19789,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
19790,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,2
19791,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
19792,3,2,1,2,2,1,2,994,994,994,2,1,"35",3,2
19793,3,2,1,2,2,1,2,994,994,994,5,2,"24",2,1
19794,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
19795,1,1,1,6,6,6,1,994,994,994,1,1,"59",5,2
19796,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
19797,3,2,1,1,1,2,1,994,994,994,3,1,"35",3,1
19798,3,2,1,2,2,1,1,994,994,994,3,1,"48",4,1
19799,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19800,3,2,1,2,2,1,8,994,994,994,5,2,"13",1,1
19801,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
19802,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,2
19803,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
19804,1,1,1,6,6,6,2,994,994,994,3,1,"35",3,1
19805,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,1
19806,3,2,1,2,2,1,3,994,994,994,7,2,"12",1,2
19807,1,1,1,6,6,6,1,994,994,994,7,2,"12",1,2
19808,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
19809,1,1,1,6,6,6,2,405,994,405,7,1,"35",3,2
19810,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19811,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
19812,1,1,1,6,6,6,1,994,994,994,5,2,"59",5,2
19813,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
19814,1,1,1,6,6,6,1,994,994,994,3,2,"13",1,2
19815,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,1
19816,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
19817,3,2,1,2,2,1,2,995,995,995,1,1,"35",3,1
19818,2,2,2,2,2,1,2,994,994,994,4,1,"46",4,2
19819,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
19820,3,2,1,2,2,1,1,994,994,994,6,2,"59",5,1
19821,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
19822,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,1
19823,1,1,1,6,6,6,1,509,994,509,3,1,"35",3,1
19824,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
19825,3,2,1,2,2,1,1,994,994,994,1,1,"48",4,2
19826,1,1,1,6,6,6,1,508,994,508,5,1,"35",3,2
19827,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
19828,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,2
19829,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,2
19830,3,2,1,2,2,1,1,994,994,994,4,1,"59",5,1
19831,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,2
19832,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
19833,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
19834,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,2
19835,2,2,2,2,2,1,4,994,994,994,5,1,"48",4,2
19836,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,2
19837,1,1,1,6,6,6,1,994,994,994,5,2,"48",4,1
19838,1,1,1,6,6,6,1,994,994,994,6,2,"59",5,2
19839,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
19840,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,2
19841,3,2,1,2,2,1,1,813,994,813,4,1,"59",5,1
19842,3,2,1,2,2,1,1,994,994,994,1,1,"46",4,1
19843,1,1,1,6,6,6,1,813,994,813,5,1,"46",4,1
19844,1,1,1,6,6,6,1,711,994,711,2,1,"35",3,2
19845,1,1,1,6,6,6,1,994,994,994,1,2,"35",3,2
19846,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,2
19847,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
19848,3,2,1,2,2,1,1,994,994,994,2,1,"48",4,1
19849,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
19850,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
19851,1,1,1,6,6,6,1,994,994,994,7,1,"46",4,1
19852,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,2
19853,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
19854,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
19855,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
19856,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,2
19857,7,7,7,6,6,6,1,994,994,994,7,1,"59",5,1
19858,1,1,1,6,6,6,5,994,994,994,6,1,"46",4,2
19859,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
19860,1,1,1,6,6,6,1,994,994,994,2,1,"59",5,2
19861,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,2
19862,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
19863,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,1
19864,1,1,1,6,6,6,1,405,994,405,5,1,"24",2,2
19865,1,1,1,6,6,6,1,994,994,994,6,2,"35",3,2
19866,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
19867,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,1
19868,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,1
19869,1,1,1,6,6,6,1,994,994,994,3,2,"24",2,2
19870,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
19871,3,2,1,2,2,1,1,994,994,994,4,3,"11",1,2
19872,1,1,1,6,6,6,1,994,994,994,7,2,"46",4,2
19873,3,2,1,2,2,1,1,994,994,994,3,1,"13",1,1
19874,8,8,8,6,6,6,8,994,994,994,6,2,"48",4,2
19875,1,1,1,6,6,6,5,994,994,994,5,1,"47",4,2
19876,1,1,1,6,6,6,1,405,994,405,3,1,"24",2,1
19877,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
19878,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
19879,2,2,2,2,2,1,2,994,994,994,4,1,"48",4,2
19880,1,1,1,6,6,6,2,994,994,994,1,1,"48",4,2
19881,1,1,1,6,6,6,1,994,994,994,1,2,"12",1,2
19882,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,2
19883,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
19884,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,2
19885,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,1
19886,1,1,1,6,6,6,1,994,101,101,7,2,"24",2,2
19887,3,2,1,2,2,1,1,994,994,994,5,1,"48",4,1
19888,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,2
19889,1,1,1,6,6,6,1,711,994,711,3,2,"47",4,2
19890,1,1,1,6,6,6,1,994,994,994,4,2,"24",2,2
19891,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
19892,1,1,1,6,6,6,1,994,610,610,5,2,"13",1,1
19893,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,1
19894,1,1,1,6,6,6,1,994,994,994,5,2,"46",4,1
19895,1,1,1,6,6,6,1,994,994,994,4,2,"12",1,1
19896,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
19897,1,1,1,6,6,6,1,994,994,994,3,1,"59",5,2
19898,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
19899,3,2,1,2,2,1,1,994,994,994,3,1,"24",2,1
19900,3,2,1,2,2,1,2,711,994,711,2,1,"48",4,1
19901,1,1,1,6,6,6,1,509,994,509,3,1,"12",1,2
19902,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
